date,sku,category,shelf_life_days,units_sold,temp_c,bank_holiday,school_holiday,weekend,dow,promo
2025-06-11,Lettuce,Produce,4,88,17.5,0,0,0,2,0
2025-06-12,Lettuce,Produce,4,97,17.9,0,0,0,3,0
2025-06-13,Lettuce,Produce,4,131,20.9,0,0,1,4,0
2025-06-14,Lettuce,Produce,4,148,16.7,0,0,1,5,0
2025-06-15,Lettuce,Produce,4,117,15.5,0,0,1,6,0
2025-06-16,Lettuce,Produce,4,80,16.7,0,0,0,0,0
2025-06-17,Lettuce,Produce,4,84,18.7,0,0,0,1,0
2025-06-18,Lettuce,Produce,4,97,14.4,0,0,0,2,0
2025-06-19,Lettuce,Produce,4,106,19.3,0,0,0,3,0
2025-06-20,Lettuce,Produce,4,136,16.8,0,0,1,4,0
2025-06-21,Lettuce,Produce,4,155,20.5,0,0,1,5,0
2025-06-22,Lettuce,Produce,4,134,12.8,0,0,1,6,0
2025-06-23,Lettuce,Produce,4,91,16.4,0,0,0,0,0
2025-06-24,Lettuce,Produce,4,81,14.5,0,0,0,1,0
2025-06-25,Lettuce,Produce,4,88,16.4,0,0,0,2,0
2025-06-26,Lettuce,Produce,4,95,18.9,0,0,0,3,0
2025-06-27,Lettuce,Produce,4,153,18.0,0,0,1,4,0
2025-06-28,Lettuce,Produce,4,160,17.9,0,0,1,5,0
2025-06-29,Lettuce,Produce,4,137,18.1,0,0,1,6,0
2025-06-30,Lettuce,Produce,4,83,19.0,0,0,0,0,0
2025-07-01,Lettuce,Produce,4,70,16.3,0,1,0,1,0
2025-07-02,Lettuce,Produce,4,119,20.2,0,1,0,2,0
2025-07-03,Lettuce,Produce,4,105,20.1,0,1,0,3,0
2025-07-04,Lettuce,Produce,4,151,19.5,0,1,1,4,0
2025-07-05,Lettuce,Produce,4,134,19.9,0,1,1,5,0
2025-07-06,Lettuce,Produce,4,151,19.4,0,1,1,6,0
2025-07-07,Lettuce,Produce,4,108,23.3,0,1,0,0,0
2025-07-08,Lettuce,Produce,4,85,18.6,0,1,0,1,0
2025-07-09,Lettuce,Produce,4,89,18.2,0,1,0,2,0
2025-07-10,Lettuce,Produce,4,98,17.2,0,1,0,3,0
2025-07-11,Lettuce,Produce,4,124,16.6,0,1,1,4,0
2025-07-12,Lettuce,Produce,4,118,16.2,0,1,1,5,0
2025-07-13,Lettuce,Produce,4,121,17.0,0,1,1,6,0
2025-07-14,Lettuce,Produce,4,91,18.8,0,1,0,0,0
2025-07-15,Lettuce,Produce,4,91,19.7,0,1,0,1,0
2025-07-16,Lettuce,Produce,4,124,19.1,0,1,0,2,0
2025-07-17,Lettuce,Produce,4,97,17.3,0,1,0,3,0
2025-07-18,Lettuce,Produce,4,152,21.0,0,1,1,4,0
2025-07-19,Lettuce,Produce,4,146,20.6,0,1,1,5,0
2025-07-20,Lettuce,Produce,4,139,18.6,0,1,1,6,0
2025-07-21,Lettuce,Produce,4,93,17.6,0,1,0,0,0
2025-07-22,Lettuce,Produce,4,82,20.2,0,1,0,1,0
2025-07-23,Lettuce,Produce,4,96,19.4,0,1,0,2,0
2025-07-24,Lettuce,Produce,4,87,15.8,0,1,0,3,0
2025-07-25,Lettuce,Produce,4,137,18.8,0,1,1,4,0
2025-07-26,Lettuce,Produce,4,136,19.5,0,1,1,5,0
2025-07-27,Lettuce,Produce,4,124,17.0,0,1,1,6,0
2025-07-28,Lettuce,Produce,4,82,19.3,0,1,0,0,0
2025-07-29,Lettuce,Produce,4,104,15.7,0,1,0,1,1
2025-07-30,Lettuce,Produce,4,125,21.8,0,1,0,2,0
2025-07-31,Lettuce,Produce,4,128,21.6,0,1,0,3,1
2025-08-01,Lettuce,Produce,4,129,18.3,0,1,1,4,0
2025-08-02,Lettuce,Produce,4,137,19.6,0,1,1,5,0
2025-08-03,Lettuce,Produce,4,135,13.5,0,1,1,6,0
2025-08-04,Lettuce,Produce,4,74,16.2,0,1,0,0,0
2025-08-05,Lettuce,Produce,4,82,18.1,0,1,0,1,0
2025-08-06,Lettuce,Produce,4,89,16.3,0,1,0,2,0
2025-08-07,Lettuce,Produce,4,88,20.2,0,1,0,3,0
2025-08-08,Lettuce,Produce,4,157,23.0,0,1,1,4,0
2025-08-09,Lettuce,Produce,4,118,16.0,0,1,1,5,0
2025-08-10,Lettuce,Produce,4,125,16.7,0,1,1,6,0
2025-08-11,Lettuce,Produce,4,94,19.0,0,1,0,0,0
2025-08-12,Lettuce,Produce,4,104,21.9,0,1,0,1,0
2025-08-13,Lettuce,Produce,4,84,15.7,0,1,0,2,0
2025-08-14,Lettuce,Produce,4,92,18.8,0,1,0,3,0
2025-08-15,Lettuce,Produce,4,139,22.2,0,1,1,4,0
2025-08-16,Lettuce,Produce,4,105,14.5,0,1,1,5,0
2025-08-17,Lettuce,Produce,4,129,15.3,0,1,1,6,0
2025-08-18,Lettuce,Produce,4,95,17.1,0,1,0,0,0
2025-08-19,Lettuce,Produce,4,91,16.8,0,1,0,1,0
2025-08-20,Lettuce,Produce,4,86,19.7,0,1,0,2,0
2025-08-21,Lettuce,Produce,4,98,18.4,0,1,0,3,0
2025-08-22,Lettuce,Produce,4,125,13.9,0,1,1,4,0
2025-08-23,Lettuce,Produce,4,129,18.8,0,1,1,5,0
2025-08-24,Lettuce,Produce,4,131,16.3,0,1,1,6,0
2025-08-25,Lettuce,Produce,4,119,20.3,1,1,0,0,0
2025-08-26,Lettuce,Produce,4,80,16.1,0,1,0,1,0
2025-08-27,Lettuce,Produce,4,108,16.0,0,1,0,2,1
2025-08-28,Lettuce,Produce,4,98,18.5,0,1,0,3,0
2025-08-29,Lettuce,Produce,4,127,18.9,0,1,1,4,0
2025-08-30,Lettuce,Produce,4,131,18.1,0,1,1,5,0
2025-08-31,Lettuce,Produce,4,120,13.3,0,1,1,6,0
2025-09-01,Lettuce,Produce,4,80,18.1,0,0,0,0,0
2025-09-02,Lettuce,Produce,4,74,14.6,0,0,0,1,0
2025-09-03,Lettuce,Produce,4,81,17.3,0,0,0,2,0
2025-09-04,Lettuce,Produce,4,92,13.5,0,0,0,3,0
2025-09-05,Lettuce,Produce,4,117,17.5,0,0,1,4,0
2025-09-06,Lettuce,Produce,4,112,14.7,0,0,1,5,0
2025-09-07,Lettuce,Produce,4,119,13.5,0,0,1,6,0
2025-09-08,Lettuce,Produce,4,83,17.8,0,0,0,0,0
2025-09-09,Lettuce,Produce,4,76,16.7,0,0,0,1,0
2025-09-10,Lettuce,Produce,4,76,14.7,0,0,0,2,0
2025-09-11,Lettuce,Produce,4,96,19.1,0,0,0,3,0
2025-09-12,Lettuce,Produce,4,111,14.9,0,0,1,4,0
2025-09-13,Lettuce,Produce,4,122,15.8,0,0,1,5,0
2025-09-14,Lettuce,Produce,4,132,16.2,0,0,1,6,0
2025-09-15,Lettuce,Produce,4,86,14.1,0,0,0,0,0
2025-09-16,Lettuce,Produce,4,105,16.4,0,0,0,1,1
2025-09-17,Lettuce,Produce,4,69,14.1,0,0,0,2,0
2025-09-18,Lettuce,Produce,4,83,14.2,0,0,0,3,0
2025-09-19,Lettuce,Produce,4,115,18.0,0,0,1,4,0
2025-09-20,Lettuce,Produce,4,127,12.6,0,0,1,5,1
2025-09-21,Lettuce,Produce,4,94,9.5,0,0,1,6,0
2025-09-22,Lettuce,Produce,4,72,18.2,0,0,0,0,0
2025-09-23,Lettuce,Produce,4,85,20.1,0,0,0,1,0
2025-09-24,Lettuce,Produce,4,78,13.5,0,0,0,2,0
2025-09-25,Lettuce,Produce,4,64,10.0,0,0,0,3,0
2025-09-26,Lettuce,Produce,4,117,13.5,0,0,1,4,0
2025-09-27,Lettuce,Produce,4,114,13.4,0,0,1,5,0
2025-09-28,Lettuce,Produce,4,145,13.5,0,0,1,6,1
2025-09-29,Lettuce,Produce,4,69,11.3,0,0,0,0,0
2025-09-30,Lettuce,Produce,4,75,14.9,0,0,0,1,0
2025-10-01,Lettuce,Produce,4,88,14.7,0,0,0,2,0
2025-10-02,Lettuce,Produce,4,59,10.1,0,0,0,3,0
2025-10-03,Lettuce,Produce,4,101,14.8,0,0,1,4,0
2025-10-04,Lettuce,Produce,4,108,17.6,0,0,1,5,0
2025-10-05,Lettuce,Produce,4,105,13.4,0,0,1,6,0
2025-10-06,Lettuce,Produce,4,59,12.1,0,0,0,0,0
2025-10-07,Lettuce,Produce,4,71,12.4,0,0,0,1,0
2025-10-08,Lettuce,Produce,4,69,13.9,0,0,0,2,0
2025-10-09,Lettuce,Produce,4,73,8.6,0,0,0,3,1
2025-10-10,Lettuce,Produce,4,136,12.7,0,0,1,4,0
2025-10-11,Lettuce,Produce,4,85,11.3,0,0,1,5,0
2025-10-12,Lettuce,Produce,4,117,16.1,0,0,1,6,0
2025-10-13,Lettuce,Produce,4,72,11.5,0,0,0,0,1
2025-10-14,Lettuce,Produce,4,81,15.4,0,0,0,1,0
2025-10-15,Lettuce,Produce,4,83,9.2,0,0,0,2,0
2025-10-16,Lettuce,Produce,4,64,12.8,0,0,0,3,0
2025-10-17,Lettuce,Produce,4,102,12.1,0,0,1,4,0
2025-10-18,Lettuce,Produce,4,75,9.3,0,0,1,5,0
2025-10-19,Lettuce,Produce,4,93,11.5,0,0,1,6,0
2025-10-20,Lettuce,Produce,4,63,13.6,0,0,0,0,0
2025-10-21,Lettuce,Produce,4,50,10.1,0,0,0,1,0
2025-10-22,Lettuce,Produce,4,68,7.0,0,0,0,2,0
2025-10-23,Lettuce,Produce,4,63,10.5,0,0,0,3,0
2025-10-24,Lettuce,Produce,4,117,8.4,0,0,1,4,1
2025-10-25,Lettuce,Produce,4,94,9.5,0,0,1,5,0
2025-10-26,Lettuce,Produce,4,100,9.9,0,1,1,6,0
2025-10-27,Lettuce,Produce,4,60,6.2,0,1,0,0,1
2025-10-28,Lettuce,Produce,4,49,6.3,0,1,0,1,0
2025-10-29,Lettuce,Produce,4,58,10.8,0,1,0,2,0
2025-10-30,Lettuce,Produce,4,58,8.4,0,1,0,3,0
2025-10-31,Lettuce,Produce,4,56,3.8,0,1,1,4,0
2025-11-01,Lettuce,Produce,4,104,11.0,0,0,1,5,0
2025-11-02,Lettuce,Produce,4,100,9.8,0,0,1,6,0
2025-11-03,Lettuce,Produce,4,55,7.5,0,0,0,0,0
2025-11-04,Lettuce,Produce,4,49,6.0,0,0,0,1,0
2025-11-05,Lettuce,Produce,4,75,10.6,0,0,0,2,0
2025-11-06,Lettuce,Produce,4,60,9.4,0,0,0,3,0
2025-11-07,Lettuce,Produce,4,92,13.8,0,0,1,4,0
2025-11-08,Lettuce,Produce,4,127,9.3,0,0,1,5,1
2025-11-09,Lettuce,Produce,4,69,9.1,0,0,1,6,0
2025-11-10,Lettuce,Produce,4,59,7.8,0,0,0,0,0
2025-11-11,Lettuce,Produce,4,50,9.8,0,0,0,1,0
2025-11-12,Lettuce,Produce,4,60,9.2,0,0,0,2,0
2025-11-13,Lettuce,Produce,4,72,10.5,0,0,0,3,0
2025-11-14,Lettuce,Produce,4,77,6.5,0,0,1,4,0
2025-11-15,Lettuce,Produce,4,80,6.5,0,0,1,5,0
2025-11-16,Lettuce,Produce,4,93,6.3,0,0,1,6,0
2025-11-17,Lettuce,Produce,4,59,9.0,0,0,0,0,0
2025-11-18,Lettuce,Produce,4,56,10.4,0,0,0,1,0
2025-11-19,Lettuce,Produce,4,62,6.0,0,0,0,2,0
2025-11-20,Lettuce,Produce,4,50,6.0,0,0,0,3,0
2025-11-21,Lettuce,Produce,4,74,7.5,0,0,1,4,0
2025-11-22,Lettuce,Produce,4,83,6.1,0,0,1,5,0
2025-11-23,Lettuce,Produce,4,79,8.6,0,0,1,6,0
2025-11-24,Lettuce,Produce,4,36,1.5,0,0,0,0,0
2025-11-25,Lettuce,Produce,4,62,4.5,0,0,0,1,1
2025-11-26,Lettuce,Produce,4,54,4.5,0,0,0,2,0
2025-11-27,Lettuce,Produce,4,42,1.0,0,0,0,3,0
2025-11-28,Lettuce,Produce,4,77,3.9,0,0,1,4,0
2025-11-29,Lettuce,Produce,4,85,3.9,0,0,1,5,0
2025-11-30,Lettuce,Produce,4,84,5.3,0,0,1,6,0
2025-12-01,Lettuce,Produce,4,81,8.1,0,0,0,0,0
2025-12-02,Lettuce,Produce,4,46,5.0,0,0,0,1,0
2025-12-03,Lettuce,Produce,4,56,3.2,0,0,0,2,0
2025-12-04,Lettuce,Produce,4,62,5.2,0,0,0,3,1
2025-12-05,Lettuce,Produce,4,90,7.6,0,0,1,4,0
2025-12-06,Lettuce,Produce,4,86,3.0,0,0,1,5,0
2025-12-07,Lettuce,Produce,4,65,3.1,0,0,1,6,0
2025-12-08,Lettuce,Produce,4,64,6.2,0,0,0,0,0
2025-12-09,Lettuce,Produce,4,55,4.4,0,0,0,1,0
2025-12-10,Lettuce,Produce,4,52,6.2,0,0,0,2,0
2025-12-11,Lettuce,Produce,4,47,4.7,0,0,0,3,0
2025-12-12,Lettuce,Produce,4,123,6.2,0,0,1,4,1
2025-12-13,Lettuce,Produce,4,70,2.3,0,0,1,5,0
2025-12-14,Lettuce,Produce,4,96,4.5,0,0,1,6,1
2025-12-15,Lettuce,Produce,4,46,3.9,0,0,0,0,0
2025-12-16,Lettuce,Produce,4,50,1.7,0,0,0,1,0
2025-12-17,Lettuce,Produce,4,58,0.8,0,0,0,2,0
2025-12-18,Lettuce,Produce,4,59,5.7,0,0,0,3,0
2025-12-19,Lettuce,Produce,4,86,3.3,0,0,1,4,0
2025-12-20,Lettuce,Produce,4,60,1.8,0,1,1,5,0
2025-12-21,Lettuce,Produce,4,81,3.8,0,1,1,6,0
2025-12-22,Lettuce,Produce,4,57,6.4,0,1,0,0,0
2025-12-23,Lettuce,Produce,4,52,-1.2,0,1,0,1,1
2025-12-24,Lettuce,Produce,4,54,0.5,0,1,0,2,0
2025-12-25,Lettuce,Produce,4,0,1.7,1,1,0,3,0
2025-12-26,Lettuce,Produce,4,106,6.9,1,1,1,4,0
2025-12-27,Lettuce,Produce,4,88,4.2,0,1,1,5,0
2025-12-28,Lettuce,Produce,4,79,5.3,0,1,1,6,0
2025-12-29,Lettuce,Produce,4,46,1.0,0,1,0,0,0
2025-12-30,Lettuce,Produce,4,46,1.0,0,1,0,1,0
2025-12-31,Lettuce,Produce,4,53,4.4,0,1,0,2,0
2024-01-01,Tomatoes,Produce,5,64,4.0,1,1,0,0,0
2024-01-02,Tomatoes,Produce,5,45,1.0,0,1,0,1,0
2024-01-03,Tomatoes,Produce,5,59,4.9,0,0,0,2,0
2024-01-04,Tomatoes,Produce,5,49,5.3,0,0,0,3,0
2024-01-05,Tomatoes,Produce,5,70,-1.1,0,0,1,4,0
2024-01-06,Tomatoes,Produce,5,70,0.3,0,0,1,5,0
2024-01-07,Tomatoes,Produce,5,75,3.4,0,0,1,6,0
2024-01-08,Tomatoes,Produce,5,82,2.4,0,0,0,0,1
2024-01-09,Tomatoes,Produce,5,74,3.1,0,0,0,1,1
2024-01-10,Tomatoes,Produce,5,67,1.2,0,0,0,2,0
2024-01-11,Tomatoes,Produce,5,53,5.0,0,0,0,3,0
2024-01-12,Tomatoes,Produce,5,79,4.8,0,0,1,4,0
2024-01-13,Tomatoes,Produce,5,63,3.2,0,0,1,5,0
2024-01-14,Tomatoes,Produce,5,75,5.5,0,0,1,6,0
2024-01-15,Tomatoes,Produce,5,58,4.0,0,0,0,0,0
2024-01-16,Tomatoes,Produce,5,41,1.1,0,0,0,1,0
2024-01-17,Tomatoes,Produce,5,55,3.8,0,0,0,2,0
2024-01-18,Tomatoes,Produce,5,50,0.9,0,0,0,3,0
2024-01-19,Tomatoes,Produce,5,91,4.9,0,0,1,4,0
2024-01-20,Tomatoes,Produce,5,73,2.9,0,0,1,5,0
2024-01-21,Tomatoes,Produce,5,76,2.6,0,0,1,6,0
2024-01-22,Tomatoes,Produce,5,47,1.5,0,0,0,0,0
2024-01-23,Tomatoes,Produce,5,52,5.7,0,0,0,1,0
2024-01-24,Tomatoes,Produce,5,58,2.7,0,0,0,2,0
2024-01-25,Tomatoes,Produce,5,63,2.1,0,0,0,3,0
2024-01-26,Tomatoes,Produce,5,79,2.3,0,0,1,4,0
2024-01-27,Tomatoes,Produce,5,75,4.3,0,0,1,5,0
2024-01-28,Tomatoes,Produce,5,82,3.9,0,0,1,6,0
2024-01-29,Tomatoes,Produce,5,46,4.0,0,0,0,0,0
2024-01-30,Tomatoes,Produce,5,49,4.1,0,0,0,1,0
2024-01-31,Tomatoes,Produce,5,55,7.9,0,0,0,2,0
2024-02-01,Tomatoes,Produce,5,52,2.3,0,0,0,3,0
2024-02-02,Tomatoes,Produce,5,88,2.1,0,0,1,4,0
2024-02-03,Tomatoes,Produce,5,84,1.5,0,0,1,5,0
2024-02-04,Tomatoes,Produce,5,103,4.7,0,0,1,6,0
2024-02-05,Tomatoes,Produce,5,57,5.8,0,0,0,0,0
2024-02-06,Tomatoes,Produce,5,60,3.1,0,0,0,1,0
2024-02-07,Tomatoes,Produce,5,65,1.6,0,0,0,2,0
2024-02-08,Tomatoes,Produce,5,55,1.7,0,0,0,3,0
2024-02-09,Tomatoes,Produce,5,94,5.0,0,0,1,4,0
2024-02-10,Tomatoes,Produce,5,94,5.2,0,0,1,5,0
2024-02-11,Tomatoes,Produce,5,96,4.8,0,0,1,6,0
2024-02-12,Tomatoes,Produce,5,63,2.2,0,1,0,0,0
2024-02-13,Tomatoes,Produce,5,56,4.3,0,1,0,1,0
2024-02-14,Tomatoes,Produce,5,65,4.1,0,1,0,2,0
2024-02-15,Tomatoes,Produce,5,64,4.3,0,1,0,3,0
2024-02-16,Tomatoes,Produce,5,78,5.8,0,1,1,4,0
2024-02-17,Tomatoes,Produce,5,88,4.5,0,1,1,5,0
2024-02-18,Tomatoes,Produce,5,123,5.6,0,1,1,6,1
2024-02-19,Tomatoes,Produce,5,58,4.3,0,0,0,0,0
2024-02-20,Tomatoes,Produce,5,75,4.8,0,0,0,1,1
2024-02-21,Tomatoes,Produce,5,70,5.7,0,0,0,2,0
2024-02-22,Tomatoes,Produce,5,56,1.1,0,0,0,3,0
2024-02-23,Tomatoes,Produce,5,85,3.7,0,0,1,4,0
2024-02-24,Tomatoes,Produce,5,117,3.5,0,0,1,5,1
2024-02-25,Tomatoes,Produce,5,120,3.2,0,0,1,6,1
2024-02-26,Tomatoes,Produce,5,55,4.1,0,0,0,0,0
2024-02-27,Tomatoes,Produce,5,75,8.0,0,0,0,1,0
2024-02-28,Tomatoes,Produce,5,65,2.9,0,0,0,2,0
2024-02-29,Tomatoes,Produce,5,76,7.1,0,0,0,3,0
2024-03-01,Tomatoes,Produce,5,76,1.3,0,0,1,4,0
2024-03-02,Tomatoes,Produce,5,129,4.4,0,0,1,5,1
2024-03-03,Tomatoes,Produce,5,108,5.6,0,0,1,6,0
2024-03-04,Tomatoes,Produce,5,67,6.6,0,0,0,0,0
2024-03-05,Tomatoes,Produce,5,68,7.0,0,0,0,1,0
2024-03-06,Tomatoes,Produce,5,70,7.3,0,0,0,2,0
2024-03-07,Tomatoes,Produce,5,70,4.8,0,0,0,3,0
2024-03-08,Tomatoes,Produce,5,137,4.7,0,0,1,4,1
2024-03-09,Tomatoes,Produce,5,105,7.7,0,0,1,5,0
2024-03-10,Tomatoes,Produce,5,92,5.5,0,0,1,6,0
2024-03-11,Tomatoes,Produce,5,79,3.2,0,0,0,0,0
2024-03-12,Tomatoes,Produce,5,64,3.6,0,0,0,1,0
2024-03-13,Tomatoes,Produce,5,71,4.2,0,0,0,2,0
2024-03-14,Tomatoes,Produce,5,84,7.5,0,0,0,3,0
2024-03-15,Tomatoes,Produce,5,118,6.8,0,0,1,4,0
2024-03-16,Tomatoes,Produce,5,118,8.1,0,0,1,5,0
2024-03-17,Tomatoes,Produce,5,105,5.8,0,0,1,6,0
2024-03-18,Tomatoes,Produce,5,70,7.2,0,0,0,0,0
2024-03-19,Tomatoes,Produce,5,48,8.3,0,0,0,1,0
2024-03-20,Tomatoes,Produce,5,82,6.4,0,0,0,2,0
2024-03-21,Tomatoes,Produce,5,84,8.2,0,0,0,3,0
2024-03-22,Tomatoes,Produce,5,96,5.8,0,0,1,4,0
2024-03-23,Tomatoes,Produce,5,103,6.6,0,0,1,5,0
2024-03-24,Tomatoes,Produce,5,106,6.7,0,0,1,6,0
2024-03-25,Tomatoes,Produce,5,66,5.0,0,0,0,0,0
2024-03-26,Tomatoes,Produce,5,59,8.9,0,0,0,1,0
2024-03-27,Tomatoes,Produce,5,67,6.9,0,0,0,2,0
2024-03-28,Tomatoes,Produce,5,77,8.1,0,0,0,3,0
2024-03-29,Tomatoes,Produce,5,145,9.2,1,0,1,4,0
2024-03-30,Tomatoes,Produce,5,114,9.3,0,0,1,5,0
2024-03-31,Tomatoes,Produce,5,108,9.9,0,0,1,6,0
2024-04-01,Tomatoes,Produce,5,107,8.3,1,1,0,0,0
2024-04-02,Tomatoes,Produce,5,78,7.8,0,1,0,1,0
2024-04-03,Tomatoes,Produce,5,77,8.7,0,1,0,2,0
2024-04-04,Tomatoes,Produce,5,60,5.2,0,1,0,3,0
2024-04-05,Tomatoes,Produce,5,113,5.9,0,1,1,4,0
2024-04-06,Tomatoes,Produce,5,120,6.3,0,1,1,5,0
2024-04-07,Tomatoes,Produce,5,104,7.2,0,1,1,6,0
2024-04-08,Tomatoes,Produce,5,87,10.4,0,1,0,0,0
2024-04-09,Tomatoes,Produce,5,64,7.6,0,1,0,1,0
2024-04-10,Tomatoes,Produce,5,74,8.9,0,1,0,2,0
2024-04-11,Tomatoes,Produce,5,83,12.8,0,1,0,3,0
2024-04-12,Tomatoes,Produce,5,103,9.3,0,1,1,4,0
2024-04-13,Tomatoes,Produce,5,116,11.8,0,1,1,5,0
2024-04-14,Tomatoes,Produce,5,126,8.3,0,1,1,6,0
2024-04-15,Tomatoes,Produce,5,89,10.0,0,0,0,0,1
2024-04-16,Tomatoes,Produce,5,71,8.5,0,0,0,1,0
2024-04-17,Tomatoes,Produce,5,90,10.0,0,0,0,2,0
2024-04-18,Tomatoes,Produce,5,84,12.7,0,0,0,3,0
2024-04-19,Tomatoes,Produce,5,110,7.2,0,0,1,4,0
2024-04-20,Tomatoes,Produce,5,173,12.1,0,0,1,5,1
2024-04-21,Tomatoes,Produce,5,122,11.8,0,0,1,6,0
2024-04-22,Tomatoes,Produce,5,92,10.1,0,0,0,0,0
2024-04-23,Tomatoes,Produce,5,70,8.4,0,0,0,1,0
2024-04-24,Tomatoes,Produce,5,113,11.8,0,0,0,2,1
2024-04-25,Tomatoes,Produce,5,88,10.7,0,0,0,3,0
2024-04-26,Tomatoes,Produce,5,126,12.5,0,0,1,4,0
2024-04-27,Tomatoes,Produce,5,123,12.1,0,0,1,5,0
2024-04-28,Tomatoes,Produce,5,135,15.8,0,0,1,6,0
2024-04-29,Tomatoes,Produce,5,74,11.8,0,0,0,0,0
2024-04-30,Tomatoes,Produce,5,78,10.3,0,0,0,1,0
2024-05-01,Tomatoes,Produce,5,92,13.0,0,0,0,2,0
2024-05-02,Tomatoes,Produce,5,90,13.3,0,0,0,3,0
2024-05-03,Tomatoes,Produce,5,132,15.9,0,0,1,4,0
2024-05-04,Tomatoes,Produce,5,126,14.9,0,0,1,5,0
2024-05-05,Tomatoes,Produce,5,146,14.0,0,0,1,6,0
2024-05-06,Tomatoes,Produce,5,114,16.5,1,0,0,0,0
2024-05-07,Tomatoes,Produce,5,69,10.8,0,0,0,1,0
2024-05-08,Tomatoes,Produce,5,97,12.2,0,0,0,2,0
2024-05-09,Tomatoes,Produce,5,116,11.7,0,0,0,3,1
2024-05-10,Tomatoes,Produce,5,131,13.0,0,0,1,4,0
2024-05-11,Tomatoes,Produce,5,117,10.9,0,0,1,5,0
2024-05-12,Tomatoes,Produce,5,123,15.5,0,0,1,6,0
2024-05-13,Tomatoes,Produce,5,82,13.7,0,0,0,0,0
2024-05-14,Tomatoes,Produce,5,100,11.1,0,0,0,1,0
2024-05-15,Tomatoes,Produce,5,94,12.2,0,0,0,2,0
2024-05-16,Tomatoes,Produce,5,139,15.3,0,0,0,3,1
2024-05-17,Tomatoes,Produce,5,130,16.5,0,0,1,4,0
2024-05-18,Tomatoes,Produce,5,143,19.2,0,0,1,5,0
2024-05-19,Tomatoes,Produce,5,164,21.4,0,0,1,6,0
2024-05-20,Tomatoes,Produce,5,102,16.0,0,0,0,0,0
2024-05-21,Tomatoes,Produce,5,75,13.0,0,0,0,1,0
2024-05-22,Tomatoes,Produce,5,82,10.6,0,0,0,2,0
2024-05-23,Tomatoes,Produce,5,88,16.0,0,0,0,3,0
2024-05-24,Tomatoes,Produce,5,124,13.7,0,0,1,4,0
2024-05-25,Tomatoes,Produce,5,167,14.7,0,0,1,5,1
2024-05-26,Tomatoes,Produce,5,129,14.4,0,1,1,6,0
2024-05-27,Tomatoes,Produce,5,115,15.6,1,1,0,0,0
2024-05-28,Tomatoes,Produce,5,130,18.3,0,1,0,1,1
2024-05-29,Tomatoes,Produce,5,89,16.4,0,1,0,2,0
2024-05-30,Tomatoes,Produce,5,100,15.8,0,1,0,3,0
2024-05-31,Tomatoes,Produce,5,127,14.0,0,1,1,4,0
2024-06-01,Tomatoes,Produce,5,122,12.7,0,0,1,5,0
2024-06-02,Tomatoes,Produce,5,126,15.4,0,0,1,6,0
2024-06-03,Tomatoes,Produce,5,130,16.5,0,0,0,0,1
2024-06-04,Tomatoes,Produce,5,88,20.6,0,0,0,1,0
2024-06-05,Tomatoes,Produce,5,95,17.1,0,0,0,2,0
2024-06-06,Tomatoes,Produce,5,99,19.0,0,0,0,3,0
2024-06-07,Tomatoes,Produce,5,142,15.9,0,0,1,4,0
2024-06-08,Tomatoes,Produce,5,139,14.5,0,0,1,5,0
2024-06-09,Tomatoes,Produce,5,138,15.0,0,0,1,6,0
2024-06-10,Tomatoes,Produce,5,85,15.6,0,0,0,0,0
2024-06-11,Tomatoes,Produce,5,103,22.0,0,0,0,1,0
2024-06-12,Tomatoes,Produce,5,89,15.6,0,0,0,2,0
2024-06-13,Tomatoes,Produce,5,97,19.3,0,0,0,3,0
2024-06-14,Tomatoes,Produce,5,145,15.6,0,0,1,4,0
2024-06-15,Tomatoes,Produce,5,160,19.7,0,0,1,5,0
2024-06-16,Tomatoes,Produce,5,164,18.6,0,0,1,6,0
2024-06-17,Tomatoes,Produce,5,67,17.5,0,0,0,0,0
2024-06-18,Tomatoes,Produce,5,99,17.8,0,0,0,1,0
2024-06-19,Tomatoes,Produce,5,76,16.5,0,0,0,2,0
2024-06-20,Tomatoes,Produce,5,97,19.0,0,0,0,3,0
2024-06-21,Tomatoes,Produce,5,119,17.1,0,0,1,4,0
2024-06-22,Tomatoes,Produce,5,120,15.4,0,0,1,5,0
2024-06-23,Tomatoes,Produce,5,127,15.4,0,0,1,6,0
2024-06-24,Tomatoes,Produce,5,98,18.6,0,0,0,0,0
2024-06-25,Tomatoes,Produce,5,138,21.8,0,0,0,1,1
2024-06-26,Tomatoes,Produce,5,106,18.7,0,0,0,2,0
2024-06-27,Tomatoes,Produce,5,101,18.2,0,0,0,3,0
2024-06-28,Tomatoes,Produce,5,137,19.1,0,0,1,4,0
2024-06-29,Tomatoes,Produce,5,193,21.4,0,0,1,5,1
2024-06-30,Tomatoes,Produce,5,143,19.0,0,0,1,6,0
2024-07-01,Tomatoes,Produce,5,74,17.7,0,1,0,0,0
2024-07-02,Tomatoes,Produce,5,90,21.1,0,1,0,1,0
2024-07-03,Tomatoes,Produce,5,96,19.6,0,1,0,2,0
2024-07-04,Tomatoes,Produce,5,89,22.1,0,1,0,3,0
2024-07-05,Tomatoes,Produce,5,128,19.2,0,1,1,4,0
2024-07-06,Tomatoes,Produce,5,133,16.1,0,1,1,5,0
2024-07-07,Tomatoes,Produce,5,135,15.8,0,1,1,6,0
